Romance,Thriller,Fantasy,Science Fiction,Mystery,Non-Fiction,Historical,Horror,Adventure,Biography,User-ID
13,9,15,12,9,3,13,15,6,12,50321
35,46,7,47,19,9,31,27,21,55,50730
17,7,0,35,17,10,3,21,31,14,50749
18,72,90,63,45,90,18,81,63,9,50823
30,20,20,26,23,29,19,22,23,31,50849
54,19,39,37,34,10,42,43,54,60,50859
48,68,55,69,21,38,80,72,45,43,50895
80,70,10,80,40,90,50,20,20,90,51100
35,52,43,35,32,19,33,34,49,19,51184
28,21,21,49,70,70,35,0,63,49,51252
54,12,42,24,42,6,36,48,36,12,51350
0,100,20,50,60,50,50,50,20,50,51365
50,47,33,36,50,67,16,30,17,41,51386
55,70,85,40,95,70,30,25,60,45,51440
25,46,21,32,0,13,30,35,27,30,51449
26,34,44,57,42,44,23,30,32,49,51450
41,21,46,62,44,41,24,21,51,32,51526
8,24,36,0,40,4,8,4,4,40,51742
19,70,60,47,10,48,58,47,16,27,51803
24,73,24,35,15,31,68,41,60,33,51883
66,16,45,43,17,43,35,23,38,51,51992
23,36,25,22,38,16,22,27,41,32,52011
23,33,37,36,43,39,67,12,43,58,52044
14,70,33,16,67,13,20,41,15,68,52175
48,80,24,0,64,72,40,40,0,32,52199
34,33,24,23,32,23,24,44,40,51,52203
42,36,30,54,6,12,18,36,42,60,52256
37,17,58,53,60,40,10,25,46,18,52293
33,20,29,56,46,22,53,38,44,3,52323
62,25,45,65,35,50,37,25,40,37,52521
14,21,63,0,7,35,0,56,49,7,52584
70,56,55,62,35,55,45,29,43,19,52614
16,8,18,26,26,24,26,2,16,10,52673
0,36,6,60,6,12,18,36,0,30,52807
30,26,45,35,20,61,45,37,32,32,52853
33,39,49,38,28,37,28,43,27,26,52917
27,35,61,41,40,63,45,69,53,38,53174
36,53,45,20,20,55,37,32,44,34,53220
58,24,16,71,59,33,85,55,8,77,53241
28,35,14,63,7,28,63,35,14,42,53256
29,36,20,14,35,47,34,39,24,39,53278
61,44,14,45,29,40,51,58,61,38,53304
56,12,60,28,72,44,48,32,56,32,53392
0,64,64,56,80,32,32,16,32,24,53418
18,60,48,36,24,24,30,0,30,60,53456
13,23,42,25,66,57,48,51,42,70,53545
9,31,32,34,58,12,32,15,11,4,53590
40,50,40,0,80,10,80,90,10,80,53614
35,13,50,63,78,29,52,62,52,14,53628
31,37,35,31,42,14,36,36,43,30,53729
32,64,16,64,0,16,24,40,72,56,54206
40,33,38,19,64,21,48,27,14,53,54218
40,32,40,28,40,20,64,16,16,48,54335
70,28,35,14,56,7,7,28,70,63,54374
70,42,49,28,21,42,0,35,49,42,54453
48,16,72,40,40,24,80,40,80,72,54622
31,28,10,24,0,24,17,24,17,35,54817
0,0,0,0,0,0,0,0,0,0,54828
38,32,46,45,38,29,50,32,38,57,54898
48,24,41,46,46,42,33,41,33,58,55006
56,80,80,16,48,80,80,32,32,56,55097
20,36,27,27,11,25,32,31,29,29,55142
55,30,47,30,38,38,62,51,50,23,55178
44,33,51,59,24,31,40,35,54,32,55187
0,8,18,2,12,18,6,2,0,8,55244
66,53,51,78,51,34,51,31,80,41,55438
55,69,35,61,57,42,57,41,47,40,55490
34,33,56,23,39,9,38,16,34,43,55492
39,30,37,40,45,31,10,41,28,49,55493
62,51,59,54,51,48,51,60,59,81,55548
23,43,41,37,15,53,7,52,61,12,55559
31,32,14,41,30,32,11,31,24,29,55734
15,20,10,22,30,30,30,2,0,20,55751
40,26,34,25,26,30,42,37,19,20,55799
24,48,8,40,8,48,8,16,64,24,55858
45,44,32,50,32,34,43,44,49,36,55892
30,47,34,65,55,49,48,35,36,33,55927
11,26,38,25,32,18,38,41,26,23,56039
12,11,23,15,6,19,23,9,17,8,56271
49,7,49,70,0,35,49,14,49,0,56307
20,25,10,17,2,25,20,15,15,2,56360
12,23,31,40,16,13,25,19,7,22,56391
60,0,60,50,20,20,10,0,100,40,56399
51,31,35,25,33,29,31,17,57,47,56447
31,0,10,17,17,3,28,0,10,10,56470
50,42,32,64,46,55,56,38,38,46,56554
80,10,90,80,10,70,80,90,80,90,56661
30,45,30,32,40,32,42,38,35,65,56804
27,33,11,49,46,39,39,38,53,26,56856
57,40,42,67,27,65,27,47,47,55,56959
9,13,27,22,22,40,27,0,31,36,57006
40,20,48,23,50,10,14,40,6,8,57108
70,20,30,10,70,20,100,10,0,90,57234
17,28,23,14,33,25,37,34,50,19,57398
56,8,64,0,16,24,40,80,24,80,57449
3,24,3,6,21,30,15,0,9,12,57599
65,35,25,40,70,20,40,90,35,65,57620
30,90,100,100,40,30,100,90,70,50,57725
61,65,27,7,38,39,38,40,33,11,57976
31,34,31,33,21,52,18,59,35,17,58062
4,23,45,5,36,35,22,24,21,16,58067
37,22,33,25,26,30,25,16,32,22,58363
25,26,23,24,23,13,16,28,11,15,58458
21,53,58,42,57,39,73,77,25,34,58482
7,42,35,21,70,7,42,42,28,56,58497
20,45,46,57,29,27,36,35,22,61,58594
90,40,80,20,0,30,60,0,10,40,58768
23,44,18,53,43,39,25,34,39,48,58855
15,35,40,5,30,40,40,20,0,25,58911
4,22,45,43,21,41,5,32,60,42,58961
30,50,50,40,25,35,45,50,40,10,59059
65,30,45,41,22,53,61,28,35,32,59150
71,71,62,48,37,49,64,55,42,51,59172
59,60,36,31,46,40,67,44,27,41,59189
8,64,0,80,24,0,40,24,32,32,59209
61,31,48,21,54,29,57,32,47,28,59269
40,24,72,40,48,64,72,48,40,0,59504
24,25,24,14,26,39,20,47,43,26,59656
72,80,24,24,64,24,24,24,8,56,59727
41,21,21,21,43,33,25,35,13,0,59770
16,31,40,33,32,18,43,38,36,2,59912
36,37,41,32,18,39,51,21,31,55,59967
27,57,55,25,22,16,13,25,45,7,59971
72,49,76,52,61,72,80,72,72,18,60050
25,40,57,42,34,45,30,45,52,33,60098
16,48,40,56,8,8,0,32,48,64,60114
27,81,45,90,81,27,63,18,90,36,60168
62,35,51,40,63,65,38,35,41,46,60244
50,45,40,70,20,30,25,35,35,50,60263
48,34,31,28,47,14,58,40,23,40,60319
35,36,46,44,48,35,29,31,44,42,60337
60,26,24,51,39,64,36,31,26,28,60419
2,0,3,2,1,2,1,1,2,0,60424
20,36,63,60,25,24,34,59,16,50,60427
38,17,29,18,26,46,20,21,40,39,60445
33,12,38,38,46,44,37,38,36,41,60569
51,34,61,51,4,51,49,53,17,4,60583
29,29,56,33,40,46,30,56,46,56,60621
23,32,51,23,35,42,63,24,33,56,60707
33,36,85,54,76,50,56,31,58,45,60787
21,10,13,25,12,42,23,37,34,32,60797
21,21,7,13,25,22,17,28,30,17,60858
56,50,49,50,53,50,37,29,30,52,61028
31,16,36,28,16,25,18,21,33,40,61038
43,66,51,33,80,55,50,48,65,38,61147
36,36,90,9,54,63,9,27,90,90,61257
31,30,29,70,42,46,43,42,40,35,61427
21,21,37,29,16,53,37,13,34,2,61704
40,25,45,50,45,40,10,35,15,50,61762
30,35,26,46,38,50,41,49,36,39,61854
38,41,56,31,39,68,45,46,62,33,61901
36,29,47,47,35,23,21,44,48,33,61910
25,28,28,16,25,21,39,28,23,14,62009
31,38,21,17,51,34,53,33,31,49,62172
40,35,50,35,35,30,35,25,5,5,62239
46,45,81,34,36,55,46,31,43,79,62272
10,14,3,21,0,10,24,21,21,21,62303
45,37,52,32,50,55,42,27,42,45,62339
0,45,45,45,13,63,67,27,13,4,62464
32,28,43,31,43,40,42,56,48,33,62542
0,9,45,81,81,72,18,81,9,90,62558
40,30,80,90,0,100,30,20,50,40,62688
56,34,47,18,47,56,49,29,44,23,62862
41,28,44,60,68,41,18,25,76,23,62891
2,12,10,20,5,10,22,15,20,5,62895
36,12,8,52,36,20,44,52,64,52,62966
35,36,32,17,32,21,38,22,16,41,63394
53,45,20,19,54,34,57,65,36,24,63595
25,35,50,85,75,50,30,40,65,55,63625
0,0,0,0,0,0,0,0,0,0,63714
24,27,35,23,26,18,32,23,11,34,63854
52,32,39,41,53,33,42,43,50,40,63956
38,27,25,16,33,28,40,58,34,44,64241
10,60,60,70,60,90,60,80,70,10,64310
60,100,0,50,90,50,100,90,50,20,64333
48,52,42,27,42,15,49,61,27,57,64436
0,0,0,0,0,0,0,0,0,0,64726
33,49,28,27,45,41,57,33,65,47,64946
24,17,23,22,23,11,16,19,18,21,65032
0,49,14,0,0,70,7,35,35,14,65228
50,39,38,32,52,14,30,35,47,38,65258
35,50,20,39,33,46,53,24,42,30,65584
65,34,58,73,57,41,37,49,29,23,65663
29,51,53,40,27,48,49,63,33,31,65665
25,13,55,62,23,13,39,63,55,40,65752
8,48,64,32,48,24,8,16,8,32,65877
14,26,41,53,11,65,34,24,40,38,66073
27,45,54,90,36,72,63,18,0,90,66323
44,36,32,32,24,58,16,0,30,42,66443
64,40,32,40,40,40,72,40,64,48,66483
50,53,34,35,51,52,32,58,57,57,66485
47,12,30,19,45,43,31,42,36,31,66574
0,0,0,0,0,0,0,0,0,0,66619
11,26,28,22,30,27,30,11,18,31,66680
12,9,5,23,9,26,23,24,11,17,66797
37,61,68,20,68,26,55,20,30,45,66878
40,21,23,46,29,14,35,33,42,31,66942
0,0,0,0,0,0,0,0,0,0,67079
14,21,63,21,0,63,56,63,21,7,67085
4,31,36,40,13,9,13,27,0,45,67111
64,71,48,49,14,73,44,50,33,52,67198
18,0,48,12,18,24,36,30,24,42,67403
72,36,9,54,45,90,18,63,18,81,67415
39,36,31,52,27,28,46,24,26,36,67515
59,52,53,26,48,53,41,18,38,37,67542
37,33,41,27,26,36,38,18,34,59,67547
44,54,58,45,52,36,45,27,36,64,67591
24,32,24,64,16,16,72,48,8,64,67627
42,28,37,27,24,22,37,34,45,33,67663
28,28,35,7,35,70,21,49,70,56,67775
0,5,7,2,4,0,9,6,9,0,67838
54,53,71,31,38,64,61,39,54,47,67840
46,51,13,16,30,15,45,45,41,18,67930
40,54,42,51,41,58,43,38,38,26,68128
46,35,67,24,54,43,47,71,68,56,68185
30,37,27,29,28,27,36,41,42,38,68249
33,35,19,17,28,43,41,24,9,43,68256
49,45,40,58,47,9,39,60,36,62,68383
36,63,49,81,63,45,90,18,27,36,68436
30,0,0,20,50,15,35,5,25,35,68491
42,42,42,19,29,45,41,63,31,39,68555
34,26,15,42,17,56,40,35,31,12,68760
42,21,28,56,7,56,28,63,0,70,68943
42,6,40,49,30,39,64,16,46,27,68984
0,30,30,50,90,80,20,80,50,60,69042
30,10,40,100,20,30,20,0,30,80,69056
38,38,37,19,41,26,23,30,32,39,69078
32,20,24,16,32,0,16,40,36,40,69089
44,47,37,25,43,37,33,39,51,38,69156
25,29,36,21,20,35,25,27,13,35,69211
50,66,75,42,37,55,41,55,80,15,69232
58,30,76,47,31,68,55,45,20,24,69252
44,35,27,42,30,51,36,38,20,33,69355
29,30,7,23,28,19,26,15,31,22,69378
57,49,28,37,31,40,43,27,36,36,69389
23,34,47,25,23,44,50,17,26,24,69405
80,72,24,72,80,24,24,32,0,8,69554
34,21,24,15,64,28,21,23,31,45,69684
4,60,62,85,90,54,71,18,56,37,69697
70,70,70,70,0,49,56,70,14,42,69709
38,29,17,27,32,1,42,27,35,33,69721
36,20,43,70,60,60,46,80,66,40,69775
35,35,27,47,52,40,21,50,29,30,69808
52,35,31,31,27,50,36,33,34,56,69933
0,35,0,70,42,49,7,21,42,70,69971
36,68,43,22,15,33,60,51,35,44,70052
30,44,66,30,15,53,28,33,45,17,70183
49,34,12,46,62,29,38,44,40,35,70415
21,7,63,14,56,63,49,56,28,28,70541
0,0,0,0,0,0,0,0,0,0,70585
63,43,19,62,66,49,52,12,30,41,70594
36,78,38,52,53,37,51,26,43,57,70649
18,26,18,32,29,21,21,16,23,21,70666
44,60,42,41,48,19,46,32,39,47,70703
41,49,34,44,39,19,28,49,46,27,70931
73,76,10,0,32,63,40,28,45,46,70999
54,47,50,23,43,35,38,25,66,54,71102
56,16,33,80,23,60,43,73,50,53,71234
12,4,16,4,18,6,20,14,6,12,71470
18,3,37,39,23,28,26,45,30,44,71490
40,16,12,8,8,12,32,4,32,0,71587
0,0,0,0,0,0,0,0,0,0,71612
41,45,38,43,43,45,30,24,67,40,71712
54,39,48,20,59,28,24,20,41,45,71739
12,18,24,30,9,3,21,18,15,18,71800
8,8,16,0,8,32,16,80,72,40,71831
51,54,36,19,45,22,28,41,59,41,71853
24,56,80,48,48,32,24,72,40,8,71900
20,22,34,39,59,39,50,42,56,30,71902
20,0,12,20,16,14,6,8,4,18,71940
0,0,0,0,0,0,0,0,0,0,71981
37,22,32,30,17,37,25,17,15,27,72028
36,17,26,24,29,31,33,35,22,26,72169
18,60,18,60,54,60,60,60,6,0,72190
43,49,25,42,43,65,62,50,41,51,72214
28,20,35,19,30,35,40,44,40,8,72352
32,32,8,6,21,16,46,18,26,11,72451
45,45,53,60,49,38,8,31,36,16,72523
0,0,0,0,0,0,0,0,0,0,72601
35,80,32,41,80,81,20,25,41,59,72742
35,70,21,7,56,0,28,49,21,0,72785
27,39,56,10,16,52,48,56,36,38,72990
2,25,10,5,0,2,12,22,0,25,72992
30,41,38,35,37,62,32,30,29,52,73044
36,64,58,64,30,48,48,55,69,59,73056
54,27,80,42,45,81,54,4,56,85,73196
46,68,67,28,38,67,56,27,43,15,73330
0,0,20,20,30,20,50,30,70,0,73394
23,35,28,37,38,27,29,28,45,33,73464
29,23,31,38,24,45,26,34,52,24,73588
81,27,36,0,0,36,45,36,9,72,73651
52,41,60,33,37,37,24,33,54,35,73681
42,41,45,28,28,16,32,46,21,26,73923
72,58,36,63,31,45,36,31,49,40,74026
30,35,54,17,38,42,24,28,33,44,74056
58,68,32,40,32,43,74,56,60,36,74106
33,24,24,47,42,25,48,12,36,30,74172
20,20,28,44,24,52,48,24,52,20,74215
0,0,0,0,0,0,0,0,0,0,74287
17,26,19,23,30,27,24,30,33,26,74328
38,40,30,28,33,45,23,36,20,19,74453
0,33,21,37,36,61,58,26,38,22,74493
63,27,36,27,27,63,9,0,18,72,74630
7,70,21,21,0,63,63,42,0,28,74665
41,30,42,51,28,46,42,25,47,54,74689
29,30,51,3,48,30,51,33,39,32,74691
35,75,17,42,50,40,82,42,43,25,75081
37,24,22,30,40,23,27,49,30,21,75089
2,4,11,14,7,16,4,11,14,16,75115
56,43,33,48,62,60,41,30,23,38,75149
0,0,0,0,0,0,0,0,0,0,75339
35,33,57,37,53,42,45,31,34,52,75485
12,22,40,54,25,59,24,36,24,21,75551
54,30,39,56,46,57,58,53,25,33,75591
22,32,34,14,27,36,44,46,28,30,75783
27,81,90,90,36,27,90,81,63,45,75819
48,25,22,16,64,33,25,30,71,68,75860
39,47,36,38,48,31,33,20,30,33,76019
60,6,48,54,48,0,54,12,42,30,76102
23,35,32,28,37,27,24,27,25,40,76151
38,42,61,40,42,16,29,7,22,31,76168
44,45,3,34,18,30,66,36,27,28,76223
20,18,24,33,21,29,3,7,11,19,76350
42,50,44,46,27,58,46,63,48,56,76352
20,31,30,17,38,22,30,36,13,20,76482
70,53,33,47,45,32,46,61,49,44,76483
44,60,40,52,24,64,32,66,24,74,76499
11,43,34,45,31,77,27,51,49,61,76530
6,36,6,54,42,42,0,42,6,30,76532
64,41,71,68,18,26,9,73,54,30,76575
35,3,0,0,7,35,7,24,21,31,76626
71,56,69,47,34,58,8,30,47,34,76803
31,57,67,57,39,30,36,41,33,43,76818
40,80,80,32,80,24,24,32,8,64,76942
24,31,40,23,26,28,14,19,26,32,77039
56,70,63,42,14,42,28,56,49,63,77181
0,90,63,54,54,45,81,36,72,18,77270
11,52,32,29,23,37,63,37,21,56,77383
47,27,20,35,24,46,23,35,20,19,77480
44,36,52,52,29,18,21,43,35,20,77809
12,4,32,20,28,12,28,20,20,20,77940
35,24,41,25,58,35,24,22,45,18,78015
72,67,58,13,31,67,67,90,45,54,78448
70,40,40,50,25,60,55,60,45,65,78553
51,31,36,52,65,62,54,53,61,22,78619
29,20,14,40,10,17,31,28,31,18,78755
15,50,34,25,21,31,9,25,63,34,78783
44,77,33,18,42,39,80,67,58,33,78846
0,0,0,0,0,0,0,0,0,0,78933
23,18,0,12,15,21,4,18,17,21,78973
20,43,21,30,25,47,35,40,15,39,79009
33,29,43,48,45,55,46,30,19,51,79186
56,41,18,25,29,50,37,19,47,34,79188
39,41,42,32,51,16,38,58,72,40,79215
38,52,30,42,61,58,51,48,70,54,79266
48,41,40,36,35,60,22,44,32,32,79285
58,61,42,53,10,61,34,53,58,29,79441
8,53,28,35,49,25,35,6,36,23,79556
31,29,18,24,26,39,20,33,31,12,79740
43,50,40,18,15,34,32,26,14,30,79854
22,12,24,28,10,16,14,24,6,18,79933
0,35,21,7,35,42,7,7,63,70,79942
0,48,80,8,0,16,24,40,72,32,79961
36,48,47,62,70,42,31,40,32,35,79977
42,48,36,54,42,6,6,42,30,42,80071
40,80,24,72,8,24,40,40,80,64,80075
63,9,90,18,45,9,18,0,27,90,80512
44,39,36,28,58,58,44,38,40,50,80538
0,3,30,27,15,30,21,6,12,30,80555
44,32,35,22,2,30,37,25,8,45,80603
45,47,50,35,36,44,32,26,26,22,80683
15,20,37,36,22,34,18,22,18,14,80803
25,75,72,18,59,9,36,57,29,35,80810
39,23,66,60,39,45,10,36,18,61,80908
27,47,48,53,36,31,25,36,41,33,80945
21,8,30,34,5,28,18,19,17,16,80954
16,28,20,42,14,33,43,20,24,17,81015
45,37,25,26,42,38,34,31,32,45,81121
2,1,4,6,0,1,9,2,0,1,81128
19,50,52,40,41,49,25,21,27,42,81207
8,28,16,36,40,24,16,28,36,36,81263
0,72,32,40,24,40,32,80,48,24,81274
20,33,25,22,21,29,16,26,17,14,81298
43,45,14,46,4,31,10,41,47,25,81318
0,0,0,0,0,0,0,0,0,0,81460
10,22,61,46,34,27,34,26,25,18,81492
33,39,21,28,50,39,45,33,43,29,81560
36,18,54,65,34,33,31,41,33,36,81597
45,61,15,43,12,35,21,49,32,38,81611
19,35,21,26,13,27,34,27,32,26,81682
52,44,29,5,21,33,40,42,40,51,81771
10,35,31,32,54,10,31,20,53,31,81848
29,16,23,26,31,11,35,28,21,28,81855
16,18,18,21,10,2,13,0,24,13,81950
54,13,23,66,9,0,13,75,37,42,81977
48,44,34,45,38,20,35,40,44,26,82407
41,41,49,33,14,35,43,40,42,15,82497
12,9,15,3,3,3,24,27,6,27,82511
75,37,54,58,58,59,53,41,42,38,82825
19,50,43,25,23,43,50,21,37,32,82831
44,23,51,58,28,57,32,66,25,36,82893
0,0,0,0,0,0,0,0,0,0,83096
29,51,41,26,33,37,4,45,54,58,83109
12,64,28,72,36,8,24,48,48,4,83239
24,33,34,49,27,33,34,31,42,24,83287
34,39,40,51,47,43,26,32,45,27,83431
67,90,51,38,35,71,38,42,32,80,83443
40,60,70,60,100,90,0,50,100,100,83496
49,46,43,52,31,40,39,35,40,39,83637
22,21,33,56,30,40,34,24,34,7,83646
45,24,22,31,51,27,22,45,37,48,83671
23,19,45,37,26,52,47,17,27,40,83743
34,23,17,47,32,28,31,50,39,28,83754
24,21,21,49,38,52,10,21,52,28,83842
20,31,33,26,27,32,16,35,13,16,84024
9,81,0,54,18,90,72,36,36,36,84122
0,0,0,0,0,0,0,0,0,0,84146
28,55,38,25,15,56,51,74,31,42,84479
32,16,24,32,19,22,37,20,20,20,84523
0,0,0,0,0,0,0,0,0,0,84831
14,18,10,3,22,11,25,4,22,29,84866
67,30,3,17,47,55,45,49,21,51,84882
11,16,21,16,13,15,56,28,43,21,84897
25,18,30,16,17,30,31,17,31,17,85280
13,28,11,12,33,56,18,26,30,44,85426
33,33,31,39,14,27,28,14,40,37,85433
29,36,48,46,35,60,50,14,48,33,85656
38,30,42,26,48,25,45,8,50,30,85757
0,0,0,0,0,0,0,0,0,0,85769
52,43,59,65,32,38,32,64,31,39,85993
0,6,5,6,7,5,1,1,8,5,86033
28,36,32,14,43,16,24,21,2,39,86145
20,40,45,52,32,45,38,43,47,42,86189
29,21,43,33,9,23,35,34,35,29,86202
17,35,48,6,42,33,58,26,63,33,86242
56,80,40,72,16,72,8,16,0,0,86243
43,15,34,66,62,35,40,38,46,31,86392
50,38,31,21,32,34,59,32,69,38,86408
0,0,0,0,0,0,0,0,0,0,86548
31,67,45,13,9,22,22,58,49,49,86641
0,49,42,14,14,14,7,21,42,56,86720
8,25,37,9,12,31,19,9,28,11,86835
95,30,85,65,80,70,90,55,70,90,86947
22,44,38,39,37,55,26,9,44,57,87141
28,34,38,35,70,62,54,43,44,50,87540
26,21,21,38,25,43,33,19,40,23,87549
8,18,12,2,30,41,26,20,23,34,87600
50,30,20,30,70,40,100,0,40,70,87707
60,6,9,41,42,35,31,16,41,29,87911
18,41,30,23,35,38,24,35,23,22,87938
8,64,48,56,40,40,64,24,80,80,87964
40,23,62,47,40,64,29,39,9,57,88122
37,58,26,45,68,52,35,52,36,24,88229
0,0,0,0,0,0,0,0,0,0,88232
49,24,43,36,44,37,56,37,52,38,88283
33,42,63,37,57,46,29,12,51,38,88288
6,6,60,24,12,54,36,36,30,42,88330
63,37,22,36,26,66,41,59,72,45,88412
26,48,44,32,18,15,37,39,34,26,88416
40,40,64,8,16,40,56,48,56,32,88435
0,0,0,0,0,0,0,0,0,0,88468
34,52,32,27,31,12,34,36,34,33,88620
75,50,34,66,63,44,52,73,75,45,88652
26,46,24,41,21,27,60,41,31,28,88677
19,24,48,35,44,43,26,73,44,48,88693
41,37,43,53,51,64,29,43,24,32,88733
49,55,54,66,60,53,37,25,22,47,88738
47,48,57,40,43,44,50,54,49,21,88793
26,32,47,18,41,29,46,36,35,40,88937
32,29,43,29,24,32,31,24,37,29,89014
0,0,0,0,0,0,0,0,0,0,89192
90,20,90,60,80,80,20,70,0,70,89207
12,25,19,29,21,30,43,37,32,30,89307
61,24,18,34,28,56,49,18,36,52,89507
33,34,41,43,29,53,24,27,43,39,89602
7,25,12,5,15,5,17,12,17,15,89610
49,32,26,39,72,76,62,38,17,28,89851
12,12,10,20,18,10,20,12,14,8,89867
63,42,0,70,0,14,63,35,7,70,89891
27,63,63,45,45,18,54,63,9,36,90049
80,16,80,40,72,8,16,24,40,80,90105
0,21,70,28,56,49,0,14,14,70,90137
0,56,70,35,21,42,28,63,42,49,90198
30,39,35,37,38,75,52,26,49,51,90232
0,0,0,0,0,0,0,0,0,0,90277
32,32,48,32,80,40,8,32,56,0,90286
9,72,27,54,0,72,72,81,45,45,90391
30,52,40,43,23,33,49,44,42,22,90471
16,72,80,80,0,24,24,0,64,16,90616
55,52,47,33,37,55,10,8,26,2,90731
18,18,1,14,22,26,7,0,17,13,90766
16,64,80,32,16,64,8,8,16,64,90839
0,0,0,0,0,0,0,0,0,0,91001
39,26,28,57,38,17,38,51,18,27,91002
62,15,46,41,39,47,62,29,33,37,91026
66,54,71,28,39,51,56,14,40,54,91058
35,28,26,38,41,20,29,38,43,24,91103
53,43,15,34,51,38,32,34,38,30,91113
26,31,45,35,11,38,38,21,16,36,91119
33,27,24,55,22,37,10,31,51,35,91130
42,26,36,14,16,18,27,19,34,25,91184
63,56,35,7,56,21,70,49,63,42,91203
30,43,39,33,44,37,28,40,48,30,91342
42,45,35,35,21,35,38,35,31,38,91449
14,10,19,11,12,15,5,15,14,10,91576
45,50,10,45,45,5,25,0,45,35,91631
52,58,42,44,51,35,41,32,14,38,91832
29,40,11,8,34,45,35,45,40,32,91931
0,0,0,0,0,0,0,0,0,0,92005
20,14,40,35,46,9,4,37,62,14,92132
56,60,10,48,10,80,3,45,37,30,92152
56,70,19,33,28,23,44,48,68,48,92398
29,35,39,34,33,44,34,54,35,29,92405
16,8,48,72,24,48,16,40,48,48,92498
15,45,16,42,27,43,20,35,45,38,92547
21,9,4,32,38,8,30,14,19,18,92652
40,38,24,45,44,34,43,31,35,37,92810
19,36,36,53,37,31,68,70,30,56,92853
56,63,63,35,53,26,52,10,55,55,92861
35,35,28,42,25,24,30,41,40,42,92979
90,18,72,0,36,27,90,45,9,27,93018
25,44,58,44,9,39,35,49,46,42,93034
45,90,81,63,72,36,45,90,27,36,93046
43,37,44,41,44,26,32,33,31,21,93047
41,42,49,55,15,44,33,26,24,67,93092
21,46,5,40,16,36,51,29,34,34,93141
38,26,29,17,18,32,35,7,22,28,93147
22,17,23,53,57,33,38,40,41,49,93179
43,29,35,20,11,48,38,45,33,37,93363
22,3,12,38,43,53,23,13,28,51,93364
17,11,67,9,48,31,39,50,80,66,93426
41,85,12,70,22,28,81,43,69,52,93453
35,58,49,53,44,30,35,38,37,47,93565
72,27,72,54,81,63,90,72,0,54,93629
36,11,49,37,42,36,29,26,48,41,93631
0,0,0,0,0,0,0,0,0,0,93698
42,34,42,20,24,53,21,39,25,17,93711
22,65,7,42,7,40,37,40,52,62,94173
38,54,30,65,20,26,50,46,34,40,94242
31,18,32,33,46,26,51,32,41,39,94347
34,35,58,47,40,44,16,26,18,30,94494
31,56,67,28,47,23,40,30,48,25,94529
23,25,23,26,22,37,22,36,31,22,94730
43,37,37,15,35,31,17,27,45,39,94744
26,30,33,44,32,9,33,22,23,36,94781
90,27,63,72,54,27,54,45,90,18,94787
13,11,17,23,11,10,17,5,3,21,94853
35,39,10,50,47,29,24,38,30,37,94923
40,43,42,33,19,41,48,47,33,44,94951
12,16,32,8,8,16,36,20,8,0,94952
7,28,49,7,0,21,21,56,14,21,94985
42,45,38,14,17,38,49,38,10,31,95010
16,32,11,53,41,31,52,40,28,23,95025
21,66,57,36,10,39,19,22,63,42,95173
8,16,0,64,24,40,48,8,56,64,95250
28,46,46,31,37,29,9,13,43,54,95261
0,7,10,25,0,17,2,0,2,10,95301
36,41,28,24,43,56,6,22,25,36,95316
36,27,36,31,13,22,27,13,13,40,95353
45,0,70,40,65,25,45,45,60,55,95359
0,80,16,0,72,64,64,32,24,64,95506
44,40,15,38,45,58,47,53,45,4,95525
35,60,5,70,40,50,50,20,75,70,95574
0,0,0,0,0,0,0,0,0,0,95738
11,14,18,16,16,4,0,0,21,2,95902
43,69,55,38,29,53,35,51,29,63,95903
20,32,39,26,31,21,4,14,18,11,95921
36,36,34,42,36,28,57,17,43,26,95923
30,47,27,24,28,44,21,62,41,45,95932
31,35,30,21,39,33,29,47,45,32,95991
0,0,0,0,0,0,0,0,0,0,96054
48,33,43,52,40,42,44,39,32,61,96357
21,36,32,37,21,31,44,35,18,16,96440
37,20,41,37,31,37,12,25,41,24,96448
25,28,37,31,30,24,31,12,33,37,96473
47,52,67,38,67,59,46,70,30,27,96744
80,90,70,60,10,10,30,80,80,70,96771
37,46,41,16,13,28,41,22,27,23,96869
39,64,7,66,24,9,32,55,18,21,97160
18,28,34,36,32,32,22,35,27,25,97179
20,20,58,5,13,8,11,34,19,40,97208
62,36,25,39,32,46,63,61,40,43,97290
37,42,46,28,59,12,22,31,31,44,97324
45,25,65,25,55,50,70,70,70,40,97598
9,63,27,18,36,63,72,0,27,45,97694
46,38,9,48,49,29,46,38,39,25,97721
30,46,17,42,33,44,58,19,60,40,97754
55,53,12,8,29,8,51,22,35,20,97874
0,0,0,0,0,0,0,0,0,0,97952
44,39,38,44,26,38,41,31,50,33,97972
90,40,100,90,100,60,90,60,100,20,98263
6,9,56,31,36,45,16,54,20,16,98297
31,42,33,32,33,42,42,54,31,32,98322
43,60,9,54,46,44,20,26,40,35,98356
43,48,43,43,46,45,45,15,55,45,98391
32,24,32,36,4,20,8,40,20,8,98428
70,35,70,45,20,55,70,90,30,20,98440
16,21,13,46,33,46,37,21,31,33,98484
25,29,53,40,34,47,53,41,30,20,98547
0,81,63,27,18,63,72,63,45,18,98628
20,29,20,31,26,15,17,49,36,33,98647
80,57,55,40,36,19,20,42,37,62,98686
27,43,34,40,37,45,46,33,37,25,98723
64,0,8,16,0,8,8,48,72,40,98741
56,24,80,56,40,32,48,40,16,32,98758
49,15,49,47,15,15,21,53,22,51,98783
