User-ID,ISBN,Book-Rating
65584,0373484674,8
73056,0316666343,10
204964,0395911532,7
177349,0373094639,8
196077,0156007754,9
170634,039914255X,10
91832,0375500510,10
242106,0451182790,8
196775,0345389174,6
41455,0345441265,7
248274,0689714866,7
164926,0553572997,10
120565,0140256792,8
124487,0345358031,10
110934,0060987103,9
40943,0140298479,10
211351,0446672211,10
154992,0553071866,9
39396,0802131808,4
86189,0312421036,8
31008,0060938455,8
153513,014012991X,8
56661,0553205587,10
37538,0440226430,6
236959,0743211383,7
193560,0006482139,9
53241,1582430314,9
228021,0060929871,8
252071,037383599X,8
226482,0345334019,6
165345,0809245469,8
179216,8497592646,9
184985,0140444211,8
74056,031298328X,6
242273,1578631211,7
33283,0671670662,10
70703,0141182393,8
178201,0375758992,7
133689,0064471047,10
850,3453046196,4
139934,0471044601,8
245088,0553576801,4
88652,0399137769,10
219209,0451524551,10
47971,0553578693,8
123056,0399231420,7
74106,0060513640,8
250300,0743217772,7
177879,0679720200,10
111174,0525934960,9
143909,0156421356,7
259260,0425151379,7
28454,0312076932,5
140826,3767370557,10
98686,042516098X,9
251394,0385482272,7
157127,0671728571,7
31008,0684869136,7
157380,0802132952,7
118533,1400010640,7
223501,0385509510,10
131675,9037900631,7
61427,068484477X,8
174791,043942075X,5
72352,0373226012,7
87964,0590409433,8
142005,0805005390,7
265313,0425133540,6
230115,067942525X,5
203764,0316789089,10
26121,9726622670,8
257028,0385480016,8
35445,096480431X,5
53220,034541389X,7
71490,0553262505,6
233711,0140288570,7
213312,0140188592,10
86145,0440207886,5
166123,0345334019,8
116005,0061015725,9
110934,002542730X,6
78015,1573220876,10
143415,0375719180,8
30487,0375501959,7
270352,0671039962,4
128331,0060167408,7
143909,3453162218,6
5350,3455040306,5
197364,0140440046,9
44252,0451524934,10
267418,3442552575,8
69405,0425150143,7
165759,0965306380,7
271622,0140112456,5
274393,0671660632,8
60263,0553293354,10
203401,0345428145,8
66619,8804359277,10
35433,3257062001,8
254498,8838470952,5
5209,0881849804,7
251606,0006380263,10
122429,0375406328,7
54206,0451453239,8
30985,0440217490,8
72992,2858150508,5
245295,0060934719,10
201447,0671758896,9
10314,0553572997,8
260183,0440169127,7
270326,0452270626,6
101731,0295971436,10
144667,0345390180,2
170634,030709930X,10
33818,0451187903,10
254822,0679741011,5
93364,0452283442,10
169192,158017325X,10
75485,0316037621,8
43246,0061097403,7
209464,0340873612,8
47128,1575664674,6
59269,0195155092,10
93363,0764226312,9
139827,0449208133,9
131027,0007116993,8
638,0316769487,10
189104,0515137111,8
147224,0345405331,7
6563,0060193751,6
109901,0224018256,8
270629,0895297272,9
184532,0373270917,9
223431,0312421273,9
224138,0156007754,10
651,0307215342,6
11718,042511774X,8
160558,0307215873,10
219008,0684848783,7
213150,0553569155,7
105295,3885068799,6
67198,0786918047,10
82497,0380815249,7
55492,0312305060,4
75591,0140254587,10
190831,0393319296,10
170595,0375802959,6
234948,1563523825,8
202358,9724125866,6
236164,0743442652,8
161200,0425150119,6
191575,0590710907,9
88122,0425116840,9
104657,0380012863,10
133567,3499201445,8
94952,0770429297,6
161200,0380789345,6
105979,0060090367,8
228311,0380978407,10
74453,0618040196,4
110214,0917102886,5
274393,0609804138,8
105054,0394498216,7
123597,0684818221,7
129074,0030597838,7
232579,0312206712,8
264525,0060191988,10
115120,0446350397,5
98484,0679408371,6
242639,0451524934,8
12569,0590383892,9
30735,0062509446,8
100345,8811940184,5
177432,0345313151,8
49460,0192833553,10
143909,0679735771,7
35433,340414709X,9
230522,0140558705,8
141493,0312195516,9
52673,8497932145,6
123094,0385314744,10
250925,0836236602,8
247429,0380698919,10
86835,0345405013,5
24733,0307001059,5
23939,8881832100,7
55244,8847706254,9
271622,0380977427,6
36299,044921737X,8
123608,0345426118,6
7841,0451187849,9
139126,0765340747,6
72601,3150000017,10
66574,0679734589,7
47605,0471553808,8
272225,0297841491,9
155014,0440206154,10
196282,0451175751,8
132371,044022103X,5
73681,0060927216,10
13347,8420725943,8
28634,0312962851,6
156269,0061099325,7
235146,0446679593,8
114217,0552146137,5
37790,0345351525,8
49144,8401464641,5
158606,0380006456,10
267418,3426612593,7
239423,0425146421,4
57108,0786865091,1
56554,0373250312,9
115841,0688142877,7
176838,9524711893,8
141157,1579590071,9
201058,0425132951,9
53304,0399146253,8
259320,0688177867,10
270605,0380793296,7
136348,0151008116,7
235282,0140126414,9
115841,0821728806,7
95923,0439425220,9
211351,0590213113,6
104880,0684874350,10
253871,006621341X,8
2442,8807814234,7
52917,0060926538,9
93363,0785266852,8
91449,0552994901,7
203280,0743406184,6
148798,0873985656,10
238889,0515122564,5
35921,0816724199,9
51365,0786868716,10
107951,0395515629,7
206534,015200405X,9
197410,0552995371,9
133706,0425182878,8
140036,076131346X,9
101620,075923843X,7
224349,0061064130,8
92979,0140076875,7
231081,0345339703,4
30081,0393315088,8
242,3492045642,8
170947,0446527297,9
166596,0002240114,9
262902,0517207346,5
110214,0670835382,7
63625,1582614687,10
179939,08445071390,6
65752,0553480049,9
24933,0373033095,5
210311,0297816993,8
72169,8401492742,8
183476,0380792494,8
241802,0590454277,5
27472,0141002077,6
146932,0451163966,7
36935,0061030430,9
205919,0140366660,7
44728,0671027360,9
127359,0152025057,9
22154,0767906047,8
86189,0380977400,5
140555,0804106304,10
638,0446523569,10
259625,0373123558,7
113904,042516098X,7
210738,0140103805,9
110214,0020409206,6
31900,0064472779,8
28666,0451210441,10
49980,0394753518,7
55559,0751518123,8
218615,09650182320,9
248496,0440224764,10
170513,044023722X,9
152435,0385194056,3
95301,0099314118,8
94853,0140303618,9
86189,0316666343,8
87938,0440241413,7
170184,0140166025,7
269719,55307116125,4
75115,3570002942,8
251339,0380789353,7
56271,009187789X,8
210035,0451173538,8
125774,031286258X,9
174791,0446612146,8
75591,014131088X,7
209756,0451116100,8
55438,0871239795,8
30735,0345381416,9
169192,0385311923,6
93018,8401479444,9
253556,0195404963,10
26057,0767916069,8
274549,0394571029,8
60707,0060571314,7
254899,0156999811,9
49154,0385501412,10
260424,8804458070,8
122881,0393322920,8
201677,0066213703,8
234623,0340664495,10
137688,0380805901,8
168245,0316781142,6
154441,0553286749,10
170415,0898157803,7
203567,880447176,6
76483,0812885406,10
24186,0374216495,9
115537,0452283205,5
221777,1401039081,7
216012,0345450736,8
185634,0312927452,7
261567,8484505294,7
76818,0064409422,10
190831,0064409945,5
267418,3442127807,8
274466,0393057755,9
44252,0451519264,9
31094,0061099570,6
264085,1862053022,10
39616,038075911X,10
224108,553229490,8
32250,0786880872,8
122793,0380730138,9
11718,0375406530,8
124078,0440236223,9
204474,0449221113,5
31681,0099448823,9
164675,0201626098,9
32148,0451197429,8
170595,0451184149,7
120396,0446609404,10
38273,0134005651,1
130847,0862815517,10
254201,0373288808,6
130636,0553573861,8
261105,329300301X,7
37034,8838444953,6
198012,0425083837,9
271306,0345432347,8
27740,0312319142,9
128835,0345285670,8
123597,0684872153,8
22625,0374103054,10
53278,1573240249,7
27875,0061009059,7
88330,0394750896,6
67591,0486290492,10
26813,8804308400,10
38781,0373613741,10
96744,044022165X,8
211426,0060936231,7
52203,2253000314,7
221655,0140280553,5
12537,0380784157,8
125303,3774223882,10
206932,8401377250,9
110029,0062554468,8
278633,0452273749,1
185176,0064410137,8
8734,0520007840,6
263460,0590336398,6
61854,0425121259,9
120828,1573226254,7
21368,0224060791,7
174830,0070030081,5
114178,0399523227,7
105745,8474195195,8
14232,2246462312,6
194519,0894808249,10
144555,0226509559,8
240401,0140022651,10
163202,0471237124,10
144745,0671665472,8
104168,0198661932,9
266268,0515131229,8
36043,0553213113,6
131027,0312876491,10
5543,1560760478,9
142649,2842051181,5
78619,0701160853,7
14521,0671527215,10
43397,8467406844,8
91103,0439135508,3
139359,0385722206,8
43246,014025238X,7
159564,9724224635,8
224138,038533334X,9
271622,0140296409,9
76499,0060916486,10
75081,0316286850,10
61901,0375501916,10
206393,0684863472,9
217106,031032940X,9
260944,0060196254,8
115002,0380810662,8
149069,0060392096,10
106331,0002255030,5
135228,0811834581,10
146175,0140286276,6
117539,0156528207,7
157811,0582040523,10
114216,0449223604,7
69808,0747532745,5
183995,0061009547,7
225379,0451199693,10
137816,031205436X,8
79285,060960225X,10
193458,0312305869,9
98440,0441552773,10
239535,0152567089,10
278582,0671001795,8
275970,0316738956,9
24194,055327886X,9
169699,0440225701,8
268751,0553107240,9
14958,8422620227,10
6092,1896764096,10
248221,0774806869,10
161882,034540288X,8
167455,0848714792,10
27875,0345413350,8
205448,8845290069,8
132375,0767902521,10
145109,0586207643,10
58363,0767900243,5
95574,0786861541,10
116031,0752816950,5
104113,0060987103,8
264862,0061003824,8
203844,0770422055,10
240567,038531387X,9
248477,0345354435,10
275020,0449205436,7
88232,8807816261,6
40922,0060113839,8
232959,0553207083,5
204964,0747546290,10
133284,0425180727,3
244685,0373708505,7
175100,0451169530,9
26621,0451157753,5
162376,0743227441,8
104362,0553382136,6
156467,0380751402,10
210959,0140231021,9
123468,0060976845,9
54218,0373242514,8
148586,0449147010,7
96869,8420460001,10
23699,1853260053,7
234023,0515120871,7
30735,0064405443,10
91002,0786860405,6
274549,0440211727,8
112001,0316666343,9
160571,0156007479,8
232959,0877734852,8
240370,0805063323,10
36807,0345435028,5
239106,0764501127,4
106007,0440435749,8
149510,3426871815,8
46892,0812550919,5
67840,0060929596,10
222050,0380778556,10
22521,038532720X,8
30806,0440213029,6
130570,0747257949,5
258152,0060194979,7
269890,0060502258,8
43118,0340718153,7
82893,0553091867,7
234954,9726116902,7
50321,8471420813,10
142524,0312873123,6
123215,0553102338,9
251739,158240223X,9
242073,044922046X,9
141210,3570038238,7
129465,0380761319,8
268030,042515999X,10
226341,0671726498,9
18323,0875813577,5
194957,3612650025,7
11224,0553568760,6
141902,0553076426,10
162311,0553268872,8
194519,1589630947,10
63956,0486283526,9
166824,0441783325,5
30824,0517693119,9
248850,0061099325,8
164206,8806161903,5
107326,0886776066,9
105937,1556706804,9
8454,0375814116,7
94347,0140186484,10
172760,0345429184,6
805,0452282152,8
50849,0394281780,7
209631,1561632902,7
94952,0553096036,8
53729,0452284236,8
205735,0373226322,10
117873,0312315716,9
229409,0385722192,7
260388,0449206440,9
246470,0446393142,6
192093,0060931418,10
86189,0393301311,10
168216,0671008846,9
35407,3257229534,10
223566,0385504209,9
81015,1560765682,9
245128,0060516070,9
75551,0671621998,7
174914,014028124X,8
151762,3704320862,7
36935,0425190021,9
176486,1853263222,8
34636,0812584325,4
178920,0679721886,5
113270,0140119906,6
141203,3552049010,10
94242,0380789019,7
201447,0393951693,5
79215,0312974205,8
136905,8440644574,5
6238,0156004011,8
74026,0441008216,9
203603,0130084662,10
262683,840804981X,10
31040,1558744150,10
81274,0002558122,8
255814,0064471837,8
243077,0671774832,7
225659,0006548253,9
258938,0380017601,2
124983,0425181111,7
3538,1593080271,6
137190,0006513239,5
128332,0861128028,3
229632,0373077165,5
188951,0441003435,9
135228,0762703377,10
52323,3871342165,7
138543,0345351525,9
209174,0767905180,9
86392,0930289285,10
11676,0002251485,8
186736,8422604361,5
254377,042519485X,8
22521,0345391837,8
206695,0385495935,7
252848,0441066615,7
253821,1590522745,6
204359,0441552773,10
8253,0340165634,10
167471,0517547112,10
143964,0395506514,10
3346,0439436559,7
166825,0451821971,5
194676,0373440685,7
197364,0425179672,8
110483,0380974142,8
207499,0312145357,6
36609,0446692298,10
196775,044990847X,6
6238,0375724958,9
28492,1853260207,10
94242,078389290X,9
188659,0345434773,8
8890,2020309610,9
109783,0747260893,7
8067,0312956436,8
81128,3499431173,3
167507,0140367470,7
224138,0060977027,10
268932,0307161854,3
36369,9701323122,10
111847,0380726793,8
89507,0786703733,10
51449,0224051709,7
187598,2266023039,9
278137,0440940001,8
102154,0563387920,10
56307,0553578693,7
177349,0373094752,8
188273,0156005891,9
152099,0590877623,9
227397,0671737791,10
244627,0439372836,7
218615,0786709669,9
22625,0425170500,8
67663,0375758992,9
274423,0671797476,7
110483,0345315642,8
94853,0140311823,7
87540,0743233840,10
114444,0671024256,8
48355,0441359175,1
177432,0345293711,6
222035,0425126455,9
69156,0316540838,7
159429,8801027346,9
25890,1564580288,10
146348,0316777730,10
179978,0307127397,7
75591,0140077022,7
75339,3442433770,5
127826,0877017883,10
76352,0060922532,8
146113,0440181275,7
250300,0028604199,6
49154,0883639351,10
224249,0142001430,10
251339,0373387180,7
29070,0140430253,9
15918,0671037285,8
16966,0441002382,9
79009,0440237556,3
125203,1558744630,10
52175,0671619055,8
94730,184115234X,6
253871,03169694443,10
147166,043620052X,9
21364,0912333626,7
225595,0061054232,8
12272,0789202697,10
264085,0679781587,10
182819,0804802998,7
203240,0375756981,8
98391,0060013117,9
15418,0486266907,8
256843,0312980159,8
218976,0671734334,4
15418,0552131059,10
272897,0394839129,8
269566,0307070069,5
243942,0805052038,7
58458,0671541749,5
243942,0805055800,7
259006,0140345353,9
44089,0452254345,7
174791,0689855796,7
114085,0345339681,10
245534,0747235996,5
246311,0375725784,9
203280,0099632713,6
211610,2226061185,8
62542,0941016668,9
97290,0156628635,7
203380,0001048759,8
74328,1571743812,5
137688,0394717406,9
135776,0802115454,1
139884,8401303257,7
172676,0300059434,9
193248,0765808684,10
193458,0060391693,7
126604,0439079462,10
13126,060303294X,9
277929,1551665522,8
276165,0312980191,7
83443,0399150900,9
214786,0345353145,7
159732,0375507507,9
71102,0374236437,7
207246,0060976497,6
82831,0440211263,7
246776,0140430636,9
51526,0805062971,9
277157,0399151451,7
51992,0345435028,7
210822,080392349X,7
264082,0060192119,8
67515,0671775715,6
81298,0842329269,7
56470,0586044345,10
38023,0070480397,8
190885,0752571974,5
78448,0425054578,9
149934,0553581406,6
123608,0380724693,8
111847,0373483899,10
239423,0380802449,7
22625,0425162443,9
252654,0373261195,7
115589,3404141857,8
122440,0345322894,6
182459,0345441036,8
45113,1551668262,10
183347,0425092917,9
49792,0515126772,9
92979,0789467747,5
210597,0399149244,8
82893,0380015390,9
12982,0060932139,7
70594,0312251939,10
83671,0135177154,8
77480,0380585944,5
188369,0553585495,9
252843,0671034022,5
136252,0671878662,9
157655,1741143306,7
88283,0385497288,8
126604,0140092846,10
204663,0140621407,10
187904,0590458981,9
95921,0755300246,6
104399,0394823249,10
55490,0139205128,7
216012,0312315120,8
49889,044021162X,6
55892,0380978415,9
238889,0140112952,10
67547,0425179826,8
199772,0385493622,9
100782,000225946X,9
193560,0099402157,8
118881,0140194592,8
144585,8423918416,8
254206,0345330153,10
184365,0805420789,7
105627,055334109X,6
19711,0446600474,6
183436,1569318964,9
43436,0262560038,10
74691,0156027321,10
51450,0425166848,7
144699,0763418220,5
242106,0449149099,7
267830,043932162X,10
55927,0440228611,9
61910,0515125512,9
44252,0441002536,9
159033,0312194404,8
252695,0345402871,7
20172,1556433468,10
84024,0590224735,8
41364,0809126214,7
58363,0452264464,5
240541,0684800063,9
182414,814907180,9
38273,0307965406,10
95353,1551100207,9
124617,0140271791,6
215829,0060096071,7
243075,0590470094,5
20961,031214704X,10
59967,1899571078,7
231827,0060965118,10
74665,0789424495,7
132851,0590396056,5
69078,0066212855,9
109491,0671536613,10
151991,9023412389,8
65258,0345384210,8
113983,0070521824,8
244286,1570719586,3
133296,0671036505,4
168387,074340341X,5
165759,0875967906,7
29070,0312421273,8
186807,0804108293,8
35445,0140481389,6
69156,0441011349,8
32110,1562920979,9
128325,0446310786,9
28204,0060096195,8
41841,0448089475,6
60098,0812590465,8
206775,0446530727,5
245128,0671466682,7
42718,0806913975,10
262998,0140259880,8
65032,006101351X,5
28537,3785540159,7
249695,0385472951,7
144038,0525934154,10
110029,0517584212,4
16795,0060176784,7
38781,0061084050,10
81560,0345348672,9
179624,8431019638,6
155219,0345438329,8
71739,3596151511,6
192428,0446679593,8
124363,0940642255,8
146298,0345427653,5
53545,0618087850,7
271195,0061097314,10
122429,0020442203,8
63956,0345350499,8
239788,0340639717,7
82831,0787101117,7
252843,0515133418,6
92398,0345329457,10
47779,0394800206,10
80945,0140245162,8
234359,0062502182,6
189227,3828966500,10
130658,0446613266,7
41831,0898154022,7
248540,0446400408,7
239626,0764552759,10
234948,007011501X,6
236955,0842339051,6
114446,0440206154,9
236283,0345300815,8
243236,0345367421,7
250330,0805019375,7
61257,0441005322,9
155147,0345253736,6
25850,0671253832,9
36836,0394562690,10
217986,0553379011,5
134483,0452260116,8
120565,0140087389,9
68555,0028626354,8
81597,0671528203,8
200978,0394744551,8
262902,051788710X,7
67838,0773757678,7
63394,0440222699,8
48046,0385504209,10
58363,0201484048,5
268622,1579546463,10
98647,0425186326,7
130474,0553106651,10
263460,0671690582,4
99630,0743241169,5
29070,0007156022,7
159817,0593045807,8
30994,067976402X,10
250405,0060165766,10
161936,0312925883,8
155219,0439213584,8
189973,0201287315,8
168034,0380817691,9
56039,2253010219,7
251613,0452280621,10
208406,0451458036,9
27617,0330280627,7
76352,0553129015,9
147420,0671617028,10
111133,0439286824,10
259829,0812930576,10
114893,0006705294,10
246311,0140288503,9
210685,0553582755,6
227447,0030710618,5
226006,0684853523,8
213150,0061094161,6
33818,0312982615,8
154070,0553573225,8
171031,1551664402,7
55927,044022019X,7
269890,0380807718,8
230708,0060987103,4
184424,0393046974,6
132375,0553576259,10
228313,0722534515,7
123430,0451208080,9
168047,0020264763,10
272482,0856401927,8
101606,0060158735,6
241548,0786867752,8
14079,8423309878,7
61901,055325278X,9
22818,0743436768,7
276018,3823707116,5
194605,0345440048,8
208095,0425180638,6
32627,0060012358,8
16966,0441004652,5
246776,031298166X,8
120080,0316096199,8
276231,0553148001,10
185384,0373872534,7
145728,0394512456,5
246311,0312278675,8
8066,0156729156,6
266056,0345423291,9
171904,0451167317,10
189973,0439286239,5
198012,0140058818,7
104665,0345370775,5
2313,0295955252,8
33958,0226097862,8
44190,1879181215,9
102647,0345311396,6
66942,0231109776,9
91576,0312979819,7
158344,009927258X,7
105745,847974233X,6
26084,0764113798,10
141710,0156628708,8
182969,1559712104,10
274808,0684849690,8
71831,0451523202,8
17950,0192715097,5
225986,0140258582,10
177660,2253004014,10
28537,3442099188,8
67591,0452280397,8
154469,0380756277,7
50730,0380769344,7
165759,0870947559,5
223501,0385510438,8
231393,0140067477,9
186039,1840811285,10
84523,0440226104,3
81977,067121148X,9
276231,0515126500,7
101620,0380753006,9
222941,0671797050,7
159863,0340734701,5
207148,0553240889,5
170184,0380727501,9
171295,0394587952,8
232131,0060921145,8
69721,1563891050,10
187822,0679722637,6
169735,0385721420,7
246513,0671727583,5
190831,0385498721,8
184365,0151001804,9
211430,186204029X,8
174848,0671255622,7
179433,0312862180,5
53418,080411109X,8
183532,0517072467,6
21011,1893329127,4
77809,0385729693,7
160032,3257218370,9
48037,0440228506,9
61854,006001203X,8
145449,0316284955,7
263877,0752847910,9
172941,9023412389,9
68256,0345440137,8
26813,8886482272,10
159858,0743236009,6
274383,ISBN080922504,10
212088,0140010211,10
187379,8485815440,6
110382,0671319744,8
26883,0340718285,7
131154,0451201159,10
253580,0394281802,6
98547,0380795558,9
169682,0023895306,5
12982,006109174X,8
132173,031242129X,7
266840,0192812173,7
274383,074322454X,10
79933,345317156X,5
125411,1573221716,8
223814,0062700464,9
35490,2253148008,8
28667,0679746048,2
248496,0440211514,4
110029,0721400833,10
138124,0440153255,9
187520,0765308703,9
89610,8811620155,5
257198,0671721380,7
236164,0380817195,7
13273,0671004549,8
213657,000655136X,6
236172,0373074646,5
222563,1565075331,10
210822,0697065537,7
70703,0140140360,6
223644,0449149900,4
165232,0843942819,8
153174,0399150897,8
167587,068487217,9
36256,0440185335,5
252642,0399231420,7
154992,0060972777,5
104604,1567510604,9
20871,8804489472,7
216683,0373243294,7
146348,038070918X,10
53278,0060562250,8
125774,0020427859,9
96771,0590566458,10
42914,1558744592,10
59656,0375706062,8
84882,0345424719,7
158606,006018311X,5
16966,0380799146,8
226616,0671027360,8
232579,0446355429,6
134434,034536676X,7
142454,3828902294,9
65032,0440219078,5
169735,0140250948,5
139828,0446527033,5
219951,0786866020,10
53628,2070375161,8
172888,2020482401,7
80945,0312965001,6
252642,1878067583,9
225763,0256033188,5
112541,0671886665,8
14461,3453003128,8
43807,0671806866,5
93453,0446613266,8
37790,0316168815,5
73923,0312288468,7
255846,207042538X,3
86033,0330326643,5
205919,0802138616,8
100846,0380800780,7
174326,0373709862,9
195904,0395044022,10
277427,0446522384,8
140080,3426029553,10
81950,0586065032,8
255218,0394556968,9
235105,0060391189,9
69721,0765342294,8
164533,0072493526,6
79740,0671027581,4
240219,0312287364,9
32148,0061009059,9
247447,0373835272,8
157655,0688141838,8
81015,1560765941,8
163570,0446603961,10
244736,0312868332,7
37974,0688087507,10
63394,0345409272,5
94347,0307302016,5
193499,0061095907,8
243294,0618135049,8
111174,0679762698,5
267249,0399140832,5
79441,0030085373,8
107921,0440500354,8
38589,8440221290,9
213255,0345389964,6
6575,0152022341,6
271531,0895298163,9
75339,3499209055,7
223721,0848714873,7
269566,0307061183,10
55751,0670855030,5
232945,0061096857,9
277427,0446311677,5
91103,0140296298,8
154345,0099800403,8
31826,0345401956,10
190831,0765346672,5
125303,3828911080,8
124597,0345368991,7
189516,0373218400,10
193131,1854798928,3
134797,0451207947,8
46398,0312243022,10
198147,9724606481,10
251613,0440343194,9
98356,0451183746,10
258270,0671017047,10
91832,0440241537,10
149690,0749318309,6
158606,0312134517,3
92405,044900256X,10
156972,2277260029,8
261037,033033834X,5
109899,0449225313,7
275414,8806141678,8
127233,0060184957,8
31984,3257233191,5
218068,0375703861,4
120696,0312310269,5
36299,0451204212,8
240370,0312263805,8
24933,0140074511,9
62862,0440241073,7
172061,0061059889,10
225078,0679442405,9
215986,0802713661,5
110373,0312969937,7
238864,034911675X,9
93047,0070657599,7
2891,038548951X,8
110483,037327047X,8
63625,0553263226,10
165308,006621016X,5
62688,1563893304,10
44893,0440566967,8
83287,0440210690,9
37400,0553213695,7
269916,0333727304,9
66797,0865475784,8
83671,0345435273,4
62966,0312263120,8
15208,0393022552,5
167478,0593025873,7
230030,0312075316,8
225887,0618126988,10
163358,0449219364,8
8681,0140258795,8
73651,0345445848,9
31315,0375401598,5
203074,0517060264,10
141902,0449908844,10
64436,0060934417,7
276018,3442136741,7
42914,0449225046,8
148199,0394537785,9
171818,0345320654,7
237856,0380805596,8
88937,0440235502,8
112401,0312924801,5
42458,0440220602,7
19969,0812548051,8
105058,0451410602,5
210311,9722111450,8
262683,8439500025,3
6280,8401427568,7
135265,0373167571,7
152579,0747279004,8
183287,2266000489,10
170513,0310228980,5
91184,0553347594,6
154944,0373245513,10
266466,0446603422,10
171638,0316287555,8
174326,0671038184,9
221753,0395593670,9
224146,0440220602,8
174726,0671867172,5
129289,0679759409,9
13082,0061096105,5
101550,0099866005,8
63956,0393961435,8
137803,8804380748,8
10532,0373483872,8
223953,498074749,10
154469,0425121631,10
131027,0553573616,8
239423,0453006272,9
253859,8401242304,5
49109,0446612545,7
265553,0393319296,6
107021,0440241111,9
48217,0399140751,8
238057,0060198362,8
36606,0307130754,10
49582,2.207.50119.1,7
173343,0882681141,8
41364,0380718758,7
54898,0345339681,10
255218,0399142800,10
256402,0866119574,9
55892,0061097853,9
232106,055325748X,4
20180,7678300599278,9
209156,1887317023,6
154469,0380019191,7
236283,0345357663,10
43006,006105609X,7
107921,0821219693,5
110267,0931787483,8
106280,0060809779,10
185275,0142001740,10
105795,8420646652,10
249128,8423309584,8
228727,0140103066,8
28177,014015275X,1
221732,0671021001,6
268751,0836218787,9
260183,0060509554,9
76818,0449208109,9
242639,0596001088,10
247201,0425154092,8
71940,3442239354,7
207835,0380782391,5
41596,0345333152,5
159429,8880315048,7
80945,0553287737,7
23547,0312986343,10
243236,0871131447,10
95903,0525455353,9
132836,0316172847,10
49212,0345370775,8
104636,0140349057,8
138777,006099486X,8
11724,0345368436,8
137688,0446612545,7
67079,0552128481,8
53392,038533334X,8
37597,055357115X,10
149690,0864113102,9
23288,0064400042,10
224764,0312275374,9
214890,0006496400,7
16966,0345424549,6
160571,0609609769,9
15602,0385504209,9
12538,0060274069,9
246798,1557820589,6
60419,0553347179,8
132500,0552527521,5
224764,0312848846,2
246247,0375700005,8
14422,0060912529,8
114217,0140282033,8
88652,0345338545,10
79215,0151008353,8
37030,0380733064,10
49422,0452284163,8
177180,0671890077,5
49460,0345438329,7
28634,0385511612,9
98322,0425158616,7
148258,0062503731,7
224646,0340751789,8
84479,0312876513,9
153042,051788500X,8
143163,0440700310,10
247752,0425148297,10
225986,0140039589,10
1903,0060928069,7
104278,0451210646,7
207825,0312857004,8
238864,0099777606,8
220278,0689822804,10
69078,0099201410,8
105745,844065412X,8
119749,0060273984,10
139070,0316779237,8
151503,0345386744,6
44893,0312314655,7
203280,0380775271,10
135703,0345392469,8
272715,0413724905,9
258913,3442437741,8
267033,0375502238,9
173632,3257201184,8
208907,0679734627,10
193898,0394557948,6
223156,188164992X,5
73196,0764307983,9
189139,0425043142,5
185771,0874775736,8
46197,9516439691,9
239626,0449210111,10
143909,3442452031,7
55187,0140386742,8
183287,2290312959,8
271284,0749002468,8
48579,0385247958,7
95353,086573352X,9
179075,087773333759,10
131855,0099203502,7
108799,0671664948,9
208410,0763604666,8
80075,3499234742,8
201526,0307126854,7
252827,0552771856,9
129489,0451159497,10
6251,0307960374,10
23547,0515135739,10
231081,700970024,4
178920,0136474217,7
274111,0521010683,10
85433,3426770784,10
30898,0533144086,5
207259,080410753X,5
88232,8887432007,6
271460,0425155722,9
112093,0553279912,7
35836,0446612545,3
230115,0131177451,7
99955,0553560247,5
10118,1563898780,10
60621,0061094404,8
252292,0373285000,7
52584,0151008884,7
258185,0060294698,9
184465,1555602711,7
278026,1551667517,7
48975,0671553038,8
256407,0684848783,9
271354,0060958707,9
56856,0486235467,10
36817,0312966806,7
147166,0140011145,8
60787,1580082424,10
81460,0590453734,6
206438,0671722808,7
143415,0064431983,8
203075,0439139597,10
241980,0060579447,9
24933,0385334834,8
257327,0446526762,4
27740,0312263120,8
230522,0140433627,9
229502,0345335708,10
51386,0449221873,10
206567,0452281431,5
268751,0809237628,6
117384,0060926015,7
186736,9681501764,5
206305,0375727345,7
196047,0553581929,7
193529,0345356535,8
38950,3462033360,9
137688,038049163X,9
50859,0804115656,9
32599,0440206154,8
182838,0618002219,8
250300,0440241413,5
80954,0396086187,8
133296,0671695169,10
156111,1569316961,10
10030,0553210211,8
42798,0439082277,8
33826,1857326857,7
170077,0316196614,7
220314,1573240109,10
92853,015601226X,8
205281,0836267850,8
33826,0688034276,6
80603,0553404849,8
20918,9724609812,5
131126,1561709298,1
174916,1566840287,10
129465,0505523795,7
235392,0515118362,8
218005,043400796X,10
37974,006016848X,5
231081,0141310464,10
159283,0099949105,7
126388,0345370775,9
46398,013611542X,5
174596,0553268880,6
135458,0345423615,9
15408,0375508244,9
220278,0316122416,10
273718,0140313486,10
11601,034536998X,5
212142,044020562X,9
35921,0590203088,6
49109,0375411682,9
187517,0312952376,9
156269,006109918X,7
34526,0684820862,7
164728,0425147363,8
276847,3932069234,5
22521,0786889209,7
6563,0385484518,10
60168,0373484232,9
247429,0340656441,10
26057,0312278586,10
278188,0670877514,4
48037,0688118976,3
148220,349912971X,7
247201,0552147362,6
265553,0802131867,7
189080,0440211697,7
249058,0345317580,10
251844,0060563524,10
207616,0316969680,8
238120,0671003755,8
98297,0575058331,9
46443,0440416248,8
70649,0553274503,10
46398,0060921056,10
133192,0140046569,10
276018,3930446006,8
172760,0061053716,9
184513,0446518042,7
252953,0061056677,10
63854,039914739X,3
117111,0671024590,6
251613,037581423X,7
248003,014004387X,7
219683,0345285549,6
272423,055357258X,8
92398,0684803348,9
37874,067975833X,7
86033,034076659X,7
91058,0515136530,8
