User-ID,Location,Age
60168,"warrenton, missouri, usa",
60244,"alvin, texas, usa",47.0
60263,"middletown, delaware, usa",52.0
60319,"haddonfield, new jersey, usa",
60337,"st. marys, georgia, usa",50.0
60419,"lovelock, nevada, usa",36.0
60424,"york, north yorkshire, united kingdom",
60427,"basingstoke, england, united kingdom",37.0
60445,"houston, texas, usa",31.0
60569,"chardon, ohio, usa",41.0
60583,"antioch, illinois, usa",
60621,"edwardsville, illinois, usa",57.0
60707,"manchester, new hampshire, usa",38.0
60787,"paris, ile de france, france",
60797,"aberdare, wales, united kingdom",24.0
60858,"sacramento, california, usa",25.0
61028,"charleston, south carolina, usa",50.0
61038,"riverside public library, illinois, usa",53.0
61147,"ebensee, oberoesterreich, austria",44.0
61257,"lake placid, florida, usa",25.0
61427,"morgan hill, california, usa",
61704,"villanova, pennsylvania, usa",58.0
61762,"paderborn, nordrhein-westfalen, germany",35.0
61854,"boulder city, nevada, usa",
61901,"tucson, arizona, usa",63.0
61910,"las cruces, new mexico, usa",44.0
62009,"cambridge, massachusetts, usa",
62172,"toronto, ontario, canada",19.0
62239,"yarmouth, nova scotia, canada",9.0
62272,"lake mary, florida, usa",30.0
62303,"dublin, dublin, ireland",31.0
62339,"beaufort, victoria, australia",
62464,"el cajon, california, usa",26.0
62542,"cudahy, wisconsin, usa",40.0
62558,"rochester, minnesota, usa",
62688,"wahiawa, hawaii, usa",31.0
62862,"new milford, connecticut, usa",47.0
62891,"hi nella, new jersey, usa",27.0
62895,"chesterfield, derbyshire, united kingdom",39.0
62966,"fairfax, virginia, usa",23.0
63394,"eufaula, alabama, usa",22.0
63595,"chesapeake, virginia,",41.0
63625,"torrance, california, usa",15.0
63714,"milton keynes, england, united kingdom",29.0
63854,"waterloo, ontario, canada",45.0
63956,"emporia, kansas, usa",28.0
64241,"colorado springs, colorado, usa",43.0
64310,"smyrna, georgia, usa",46.0
64333,"paris, ile de france, france",27.0
64436,"san ramon, california, usa",36.0
64726,"eaubonne, ile de france, france",27.0
64946,"normal, illinois, usa",34.0
65032,"norwood, massachusetts, usa",17.0
65228,"uniontown, ohio, usa",58.0
65258,"saginaw, michigan, usa",42.0
65584,"tulsa, oklahoma, usa",26.0
65663,"syracuse, new york, usa",32.0
65665,"coffs harbour, new south wales, australia",40.0
65752,"unionville, ontario, canada",18.0
65877,"tonawanda, new york, usa",
66073,"aptos, california, usa",28.0
66323,"factoryville, pennsylvania, usa",34.0
66443,"pierrefonds, quebec, canada",29.0
66483,"berlin, berlin, germany",16.0
66485,"berlin, berlin, germany",
66574,"astoria, new york, usa",27.0
66619,"canazei, trentino alto adige, italy",25.0
66680,"orange park, florida, usa",67.0
66797,"athens, ohio, usa",28.0
66878,"fort myers, florida, usa",42.0
66942,"kuching, sarawak, malaysia",31.0
67079,"london, england, united kingdom",35.0
67085,"vancouver, british columbia, canada",
67111,"mönchengladbach, nordrhein-westfalen, germany",36.0
67198,"denver, colorado, usa",13.0
67403,"danbury, connecticut, usa",31.0
67415,"minneapolis, minnesota, usa",29.0
67515,"oakland, california, usa",45.0
67542,"northridge, california, usa",60.0
67547,"sierra madre, california, usa",42.0
67591,"edmonton, alberta,",
67627,"kent, ohio, usa",
67663,"wrightstown, ,",47.0
67775,"chinle, arizona, usa",
67838,"saskatoon, saskatchewan, canada",49.0
67840,"houston, texas, usa",50.0
67930,"colton, california,",
68128,"mountain view, california, usa",
68185,"virginia beach, virginia, usa",22.0
68249,"la crosse, wisconsin, usa",50.0
68256,"chickasha, oklahoma, usa",28.0
68383,"studio city, california, usa",35.0
68436,"downieville, california, usa",49.0
68491,"london, england, united kingdom",
68555,"bad axe, michigan, usa",
68760,"northampton, pennsylvania, usa",
68943,"coventry, connecticut, usa",
68984,"aurora, illinois, usa",26.0
69042,"drayton valley, alberta, canada",55.0
69056,"somerville, massachusetts, usa",
69078,"new york, new york, usa",42.0
69089,"fairlight, new south wales, australia",28.0
69156,"cross plains, wisconsin, usa",31.0
69211,"oviedo, florida, usa",
69232,"mooresville, north carolina, usa",55.0
69252,"vancouver, british columbia, canada",
69355,"syracuse, new york, usa",
69378,"mililani, hawaii, usa",46.0
69389,"nebraska city, nebraska, usa",29.0
69405,"ede, gelderland, netherlands",36.0
69554,"new bern, north carolina,",
69684,"philadelphia, pennsylvania, usa",33.0
69697,"west sacramento, california, usa",24.0
69709,"san juan capistrano, california, usa",
69721,"minneapolis, minnesota, usa",32.0
69775,"augusta, maine, usa",41.0
69808,"asnières, ile de france, france",34.0
69933,"perkasie, pennsylvania, usa",
69971,"pinehurst, north carolina, usa",43.0
70052,"st. john`s, ontario, canada",30.0
70183,"carbonear, newfoundland, canada",25.0
70415,"crescent city, florida, usa",57.0
70541,"hamburg, hamburg, germany",26.0
70585,"storvreta, uppland, sweden",46.0
70594,"prince george, british columbia, canada",53.0
70649,"casper, wyoming, usa",31.0
70666,"warwick, rhode island, usa",18.0
70703,"porto, n/a, portugal",33.0
70931,"new haven, connecticut, usa",36.0
70999,"hauppauge, long island, new york, usa",57.0
71102,"glasgow, scotland, united kingdom",23.0
71234,"cumberland, maryland, usa",30.0
71470,"ottawa, ontario, canada",62.0
71490,"west los angeles, california, usa",23.0
71587,"herkimer, new york, usa",
71612,"covilhã, covilhã, portugal",25.0
71712,"valley center, kansas, usa",26.0
71739,"mainz, rheinland-pfalz, germany",34.0
71800,"sunnyvale, california, usa",136.0
71831,"houston, texas, usa",21.0
71853,"somerville, massachusetts, usa",23.0
71900,"cleveland, ohio, usa",
71902,"oakton, virginia, usa",
71940,"berlin, berlin, germany",
71981,"barcelona, barcelona, spain",30.0
72028,"alexandria, virginia, usa",
72169,"getafe, madrid, spain",25.0
72190,"durango, colorado, usa",
72214,"ottawa, ontario, canada",40.0
72352,"samieira, pontevedra, spain",49.0
72451,"nottingham, england, united kingdom",51.0
72523,"grand island, new york, usa",
72601,"niedernhausen, hessen, germany",24.0
72742,"newark, california, usa",
72785,"gordonsville, virginia, usa",39.0
72990,"watertown, new york, usa",31.0
72992,"vanves, ile-de-france, france",44.0
73044,"sudbury, ontario, canada",
73056,"annapolis, maryland, usa",
73196,"little rock, arkansas, usa",35.0
73330,"seattle, washington, usa",29.0
73394,"san diego, california, usa",33.0
73464,"augsburg, bayern, germany",28.0
73588,"astoria, new york, usa",38.0
73651,"grapevine, texas, usa",
73681,"almada, setúbal, portugal",27.0
73923,"montrose, california, usa",29.0
74026,"san diego, california, usa",21.0
74056,"san gabriel, california, usa",24.0
74106,"dyersburg, tennessee, usa",64.0
74172,"strasbourg, alsace, france",20.0
74215,"lyon, rhône-alpes, france",26.0
74287,"pampa, texas, usa",0.0
74328,"capitola, california, usa",40.0
74453,"lansdale, pennsylvania, usa",61.0
74493,"pineville, pennsylvania, usa",28.0
74630,"castlegar, british columbia, canada",20.0
74665,"new bedford, massachusetts, usa",
74689,"seattle, washington, usa",39.0
74691,"birmingham, alabama, usa",49.0
75081,", illinois, usa",29.0
75089,"salt lake city, utah, usa",
75115,"darmstadt, hessen, germany",31.0
75149,"geneva, illinois, usa",36.0
75339,"hamburg, hamburg, germany",
75485,"gainesville, florida, usa",27.0
75551,"naugatuck, connecticut, usa",31.0
75591,"charleston, west virginia, usa",33.0
75783,"philadelphia, pennsylvania, usa",
75819,"west falls, new york, usa",
75860,"buffalo, minnesota, usa",30.0
76019,"norwich, england, united kingdom",28.0
76102,"buckfield, maine, usa",33.0
76151,"sioux falls, south dakota, usa",49.0
76168,"southborough, massachusetts, usa",
76223,"lisboa, lisboa, portugal",25.0
76350,"london, england, united kingdom",20.0
76352,"olympia, washington, usa",58.0
76482,"zanesville, ohio, usa",103.0
76483,"orange park, florida, usa",37.0
76499,"new york, new york, usa",
76530,"santa clarita, california, usa",55.0
76532,"seattle, washington, usa",36.0
76575,"barcelona, catalunya, spain",44.0
76626,"london, england, united kingdom",38.0
76803,"brooklyn, ,",
76818,"little rock, arkansas, usa",49.0
76942,"sacramento, california, usa",25.0
77039,"barcelona, catalunya, spain",35.0
77181,"louisville, kentucky, usa",33.0
77270,"menomonee falls, wisconsin, usa",18.0
77383,"ottawa, ontario, canada",25.0
77480,"gig harbor, washington, usa",51.0
77809,"atlantic highlands, new jersey, usa",29.0
77940,"melaka, melaka, malaysia",
78015,"enfield, connecticut, usa",32.0
78448,"fairfax, virginia, usa",
78553,"el cajon, california, usa",40.0
78619,"melbourne, victoria, australia",37.0
78755,"remscheid, nordrhein-westfalen, germany",53.0
78783,"chantilly, virginia, usa",49.0
78846,"daphne, alabama, usa",58.0
78933,"campinas, são paulo, brazil",29.0
78973,"amadora, lisboa, portugal",29.0
79009,"wellsburg, west virginia, usa",
79186,"fairbanks, alaska, usa",37.0
79188,"vanderhoof, ,",51.0
79215,"valley center, california, usa",
79266,"lakeland, florida, usa",
79285,"boise, idaho, usa",
79441,"spruce grove, alberta, canada",43.0
79556,"nottingham, england, united kingdom",27.0
79740,"st. louis, missouri, usa",24.0
79854,"liverpool, merseyside, united kingdom",29.0
79933,"leonberg, baden-wuerttemberg, germany",38.0
79942,"mackay, queensland, australia",26.0
79961,"hickory, north carolina, usa",23.0
79977,"chesapeake, virginia, usa",35.0
80071,"salt lake city, utah, usa",28.0
80075,"münchen, bayern, germany",
80512,"cambridge, cambridgeshire, united kingdom",
80538,"lisboa, lisboa, portugal",32.0
80555,"warminster, wiltshire, united kingdom",20.0
80603,"barcelona, barcelona, spain",31.0
80683,"new castle, delaware, usa",27.0
80803,"paris, ile de france, france",27.0
80810,"warrensburg, missouri, usa",33.0
80908,"lleida, catalunya, spain",30.0
80945,"freiburg, baden-württemberg, germany",46.0
80954,"chicago, illinois, usa",
81015,"saskatoon, saskatchewan, canada",15.0
81121,"chesterfield, missouri, usa",
81128,"düsseldorf, nordrhein-westfalen, germany",44.0
81207,"maia, porto, portugal",20.0
81263,"shanghai, shanghai, china",17.0
81274,"london, england, united kingdom",28.0
81298,"savannah, georgia, usa",20.0
81318,"cambridge, massachusetts, usa",25.0
81460,"sandpoint, idaho, usa",10.0
81492,"san antonio, texas, usa",28.0
81560,"christchurch, canterbury, new zealand",
81597,"wichita, kansas, usa",
81611,"jacksonville, north carolina, usa",45.0
81682,"bluffton, south carolina,",36.0
81771,"sacramento, california, usa",37.0
81848,"springfield, illinois, usa",35.0
81855,"horsham, west sussex, united kingdom",42.0
81950,"wien, wien, austria",23.0
81977,"minneapolis, minnesota, usa",34.0
82407,"washington, dc, usa",
82497,"yulee, florida, usa",47.0
82511,"firenze, toscana, italy",
82825,"alexandria, virginia, usa",38.0
82831,"nashville, tennessee, usa",21.0
82893,"san antonio, texas, usa",40.0
83096,"lisboa, n/a, portugal",47.0
83109,"montreal, quebec, canada",
83239,"prince george, british columbia, canada",21.0
83287,"tulsa, oklahoma, usa",45.0
83431,"trenton, ontario, canada",35.0
83443,"grifton, ,",
83496,"westfield, new jersey, usa",
83637,"raleigh, north carolina, usa",57.0
83646,"covington, virginia, usa",34.0
83671,"iowa city, ,",52.0
83743,"deal, england, united kingdom",30.0
83754,"las vegas, nevada, usa",65.0
83842,"famalicão, famalicão, portugal",0.0
84024,"abilene, texas, usa",37.0
84122,"ciudad real, castilla-la mancha, spain",56.0
84146,"roermond, limburg, netherlands",37.0
84479,"philadelphia, pennsylvania, usa",25.0
84523,"apopka, ,",30.0
84831,"stuttgart, baden-württemberg, germany",7.0
84866,"st albans, england, united kingdom",
84882,"woodstock, georgia, usa",
84897,"pleasanton, california, usa",
85280,"minneapolis, minnesota, usa",38.0
85426,"chisholm, minnesota, usa",23.0
85433,"tübingen, baden-wuerttemberg, germany",33.0
85656,"cottage grove, oregon, usa",41.0
85757,"pawtucket, rhode island, usa",40.0
85769,"ovar, aveiro, portugal",23.0
85993,"portland, oregon, usa",40.0
86033,"sydney, new south wales, australia",26.0
86145,"alexandria, virginia, usa",45.0
86189,"tustin, california, usa",
86202,"sydney, new south wales, australia",26.0
86242,"new york, new york, usa",24.0
86243,"christchurch, canterbury, new zealand",
86392,"cornwall, prince edward island, canada",25.0
86408,"vista, california, usa",39.0
86548,"ploiesti, prahova, romania",24.0
86641,"rison, arkansas, usa",39.0
86720,"calgary, alberta, canada",
86835,"mercer island, ,",
86947,"san antonio, texas, usa",71.0
87141,"huntington beach, california, usa",
87540,"saint cloud, minnesota, usa",52.0
87549,"tualatin, oregon, usa",
87600,"hannover, niedersachsen, germany",
87707,"paris, ile de france, france",23.0
87911,"new york, new york, usa",20.0
87938,"n/a, n/a, malaysia",15.0
87964,"toledo, ohio, usa",56.0
88122,"jacksonville, north carolina, usa",30.0
88229,"thermopolis, wyoming, usa",44.0
88232,"marano di napoli, campania, italy",56.0
88283,"hamburg, hamburg, germany",24.0
88288,"bedford, massachusetts, usa",
88330,"hendersonville, tennessee, usa",
88412,"toronto, ontario, canada",36.0
88416,"arlington, ,",
88435,"quezon city, ncr, philippines",19.0
88468,"brno, jizni morava, czech republic",38.0
88620,"heemstede, noord-holland, netherlands",27.0
88652,"lanham, maryland, usa",83.0
88677,"laval, quebec, canada",44.0
88693,"shanghai, shanghai, china",30.0
88733,"houston, texas, usa",
88738,"harpers ferry, west virginia, usa",
88793,"arcata, california, usa",25.0
88937,"cary, north carolina, usa",39.0
89014,"surfside beach, south carolina, usa",
89192,"goor, alabama, netherlands",34.0
89207,"gateshead, england, united kingdom",26.0
89307,"santa rosa, california, usa",61.0
89507,"pt.pleasant, new jersey, usa",30.0
89602,"honolulu, hawaii, usa",
89610,"milano, ,",
89851,"warminster, pennsylvania, usa",
89867,"montreal, quebec, canada",28.0
89891,"olesa de montserrat, barcelona, spain",34.0
90049,"victoria, british columbia, canada",30.0
90105,"colombes, ile de france, france",35.0
90137,"norfolk, virginia, usa",40.0
90198,"cornwall, new york,",34.0
90232,"strasbourg, alsace, france",23.0
90277,"toulouse, midi-pyrénées, france",23.0
90286,"brisbane, queensland, australia",26.0
90391,"queens, new york, usa",41.0
90471,"san diego, california, usa",31.0
90616,"southfield, michigan, usa",
90731,"ypsilanti, michigan, usa",29.0
90766,"rangoon, rangoon, burma",136.0
90839,"munich, bayern, germany",36.0
91001,"greyton, western cape, south africa",
91002,"anytown, new york, usa",37.0
91026,"maynooth, kildare, ireland",40.0
91058,"blanco, texas, usa",63.0
91103,"casper, wyoming, usa",35.0
91113,"chicago, illinois, usa",26.0
91119,"infrontofmycomputer, wyoming, usa",41.0
91130,"mcleansville, north carolina, usa",39.0
91184,"kuala lumpur, kuala lumpur, malaysia",31.0
91203,"glasgow, scotland, united kingdom",30.0
91342,"doha, doha, qatar",29.0
91449,"farncombe, surrey, united kingdom",34.0
91576,"peel, isle of man, united kingdom",31.0
91631,"new port richey, ,",0.0
91832,"miami, florida, usa",
91931,"new westminster, british columbia, canada",40.0
92005,"lisbon, n/a, portugal",24.0
92132,"terre haute, indiana, usa",20.0
92152,"tampa, florida, usa",57.0
92398,"battle creek, michigan, usa",
92405,"dortmund, nordrhein-westfalen, germany",26.0
92498,"sydney, new south wales, australia",
92547,"baker city, oregon, usa",29.0
92652,"saint john, new brunswick, canada",32.0
92810,"manistee, michigan, usa",60.0
92853,"ely, england, united kingdom",
92861,"vancouver, british columbia, canada",
92979,"fairfield, california, usa",
93018,"gijón, asturias, spain",22.0
93034,"london, england, united kingdom",45.0
93046,"fallon, nevada, usa",47.0
93047,"nashua, new hampshire, usa",52.0
93092,"sherwood park, alberta, canada",22.0
93141,"chilliwack, british columbia, canada",
93147,"leeds, england, united kingdom",31.0
93179,"san diego, california, usa",
93363,"farmington hills, michigan, usa",30.0
93364,"calhoun, kentucky, usa",27.0
93426,"plano, texas, usa",35.0
93453,"palm desert, california, usa",1.0
93565,"tustin, ,",72.0
93629,"baton rouge, louisiana, usa",54.0
93631,"halifax, ,",26.0
93698,"halfmoon bay, british columbia, canada",70.0
93711,"howell, michigan, usa",68.0
94173,"chatham, ontario, canada",42.0
94242,"madrid, madrid, spain",28.0
94347,"oakland, new jersey, usa",44.0
94494,"tacoma, washington, usa",24.0
94529,"o fallon, missouri, usa",31.0
94730,"edinburgh, lothian, united kingdom",27.0
94744,"sturminster newton, dorset, united kingdom",45.0
94781,"edgerton, wisconsin, usa",
94787,"cleveland, ohio, usa",24.0
94853,"christchurch, canterbury, new zealand",27.0
94923,"brick, new jersey, usa",40.0
94951,"san jose, california, usa",37.0
94952,"surrey, british columbia, canada",58.0
94985,"sant cugat del vallès, catalunya, spain",39.0
95010,"san jose, california, usa",
95025,"boise, idaho, usa",21.0
95173,"sterling heights, michigan, usa",
95250,"prospect, kentucky, usa",
95261,"adelaide, south australia, australia",
95301,"wangaratta, victoria, australia",19.0
95316,"fredericton, new brunswick, canada",
95353,"rock creek, british columbia, canada",59.0
95359,"charleston, west virginia, usa",33.0
95506,"chester, cheshire, united kingdom",42.0
95525,"glasgow, scotland, united kingdom",46.0
95574,"philadelphia, pennsylvania, usa",37.0
95738,"milano, lombardia, italy",30.0
95902,"barcelona, catalunya, spain",57.0
95903,"mason, ohio, usa",27.0
95921,"st james, western australia, australia",
95923,"bloomfield, new jersey, usa",17.0
95932,"manchester, new hampshire, usa",36.0
95991,"santa ana, california, usa",28.0
96054,"ottawa, ontario, canada",29.0
96357,"aiken, south carolina, usa",31.0
96440,"rochester, new york, usa",29.0
96448,"albuquerque, new mexico, usa",
96473,"tübingen, baden-württemberg, germany",4.0
96744,"jerez de la frontera, cadiz, spain",34.0
96771,"springfield, virginia, usa",43.0
96869,"sevilla, sevilla, spain",28.0
97160,"north port, florida, usa",
97179,"ryde, isle of wight, united kingdom",40.0
97208,"san rafael, california, usa",
97290,"londonderry, new hampshire, usa",24.0
97324,"costa de caparica, lisbon, portugal",29.0
97598,"bielefeld, nordrhein-westfalen, germany",43.0
97694,"vancouver, british columbia, canada",25.0
97721,"castro valley, california, usa",46.0
97754,"schenectady, new york, usa",46.0
97874,"n/a, british columbia, canada",
97952,"oslo, oslo, norway",41.0
97972,"dorking, surrey, england, united kingdom",21.0
98263,"north vancouver, british columbia, canada",35.0
98297,"espoo, uusimaa, finland",24.0
98322,"st. petersburg, florida, usa",40.0
98356,"west blocton, alabama, usa",45.0
98391,"morrow, georgia, usa",52.0
98428,"madrid, madrid, spain",23.0
98440,"yuma, arizona, usa",17.0
98484,"west point, new york, usa",18.0
98547,"columbia, south carolina, usa",43.0
98628,"kuwait, kuwait, kuwait",17.0
98647,"selayang, selangor, malaysia",26.0
98686,"norfolk, virginia, usa",32.0
98723,"cincinnati, ohio, usa",29.0
98741,"fairbanks, alaska, usa",30.0
98758,"calgary, alberta, canada",25.0
98783,"richboro, pennsylvania, usa",30.0
98787,"melbourne, victoria, australia",26.0
98904,"billings, montana, usa",28.0
98930,"northampton, massachusetts, usa",
99032,"white plains, new york, usa",25.0
99227,"albury, new south wales, australia",
99312,"apple valley, minnesota, usa",28.0
99347,"muskegon, michigan, usa",30.0
99441,"seattle, washington, usa",33.0
99630,"framingham, massachusetts, usa",24.0
99720,"dahlonega, georgia, usa",
99955,"lockport, new york, usa",14.0
99996,"toronto, ontario, canada",43.0
100009,"victoria, british columbia, canada",49.0
100088,"burnley, england, united kingdom",26.0
100227,"tehran, tehran, iran",36.0
100264,"brunswick, ohio, usa",37.0
100345,"genova, liguria, italy",
100459,"bay area, california, usa",38.0
100578,"dublin, co. dublin, ireland",46.0
100644,"heilbronn, baden-wuerttemberg, germany",26.0
100648,"london, england, united kingdom",54.0
100782,"london, england, united kingdom",30.0
100846,"plainfield, illinois, usa",39.0
100906,"seattle, washington, usa",34.0
100984,"medford, oregon, usa",
101141,"cincinnati, ohio, usa",57.0
101209,"ft huachuca, arizona, usa",44.0
101304,"chesapeake, virginia, usa",68.0
101305,"milwaukee, wisconsin, usa",29.0
101517,"ottawa, ontario, canada",
101550,"villa ballester, buenos aires, argentina",29.0
101606,"niagara falls, ontario, canada",32.0
101620,"brookland, arkansas, usa",
101666,"wien, wien, austria",49.0
101731,"prince george, british columbia, canada",
101851,"keizer, oregon, usa",29.0
101876,"nicholasville, kentucky, usa",38.0
102154,"salem, oregon, usa",
102164,"stuttgart, baden-wuerttemberg, germany",44.0
102196,"gronau (leine), niedersachsen, germany",28.0
102275,"saint clair, michigan, usa",52.0
102359,"springfield, oregon, usa",
102375,"cwmbran, wales, united kingdom",27.0
102532,"barcelona, catalunya, spain",59.0
102642,"longmont, colorado, usa",
102647,"modesto, california, usa",14.0
102702,"honolulu, hawaii, usa",34.0
102705,"ottawa, ontario, canada",22.0
102899,"kardinya, western australia, australia",
102967,"olympia, washington, usa",54.0
103144,"shah alam, selangor, malaysia",19.0
103336,"tucson, arizona, usa",55.0
103541,"linz, oberoesterreich, austria",24.0
104058,"newark, ohio, usa",
104098,"regina, saskatchewan, canada",26.0
104113,"springfield, missouri, usa",24.0
104144,"florence, alabama, usa",65.0
104168,"mornington, victoria, australia",
104211,"chattanooga, tennessee, usa",39.0
104243,"coatesville, pennsylvania, usa",60.0
104268,"athens, georgia, usa",28.0
104278,"bronx, ,",29.0
104362,"eugene, oregon, usa",45.0
104399,"middletown, ohio, usa",29.0
104413,"sacramento, california, usa",53.0
104429,"brainerd, minnesota, usa",39.0
104505,"bend, oregon,",34.0
104604,"vancouver, bc, canada",36.0
104636,"youngstown, ohio, usa",
104657,"cave creek, arizona, usa",25.0
104665,"altoona, iowa, usa",30.0
104812,"woodstock, maryland, usa",19.0
104880,"madison, wisconsin, usa",21.0
105028,"kuala lumpur, federal territory, malaysia",22.0
105054,"edmonton, alberta, canada",29.0
105058,"north york, ontario, canada",32.0
105100,"bristol, england, united kingdom",38.0
105108,"st. louis, missouri, usa",35.0
105187,"la chapelle sur erdre, loire atlantique, france",53.0
105214,"pittsburgh, pennsylvania, usa",34.0
105221,"la mesa, california, usa",15.0
105295,"hamburg, hamburg, germany",
105374,"montreal, quebec, canada",25.0
105476,"zaragoza, aragón, spain",22.0
105517,"calgary, alberta, canada",28.0
105536,"belleville, new jersey, usa",17.0
105562,"vilnius, baltic states, lithuania",46.0
105627,"london, ontario, canada",23.0
105745,"barcelona, catalunya, spain",
105795,"elche, alicante, spain",24.0
105937,"tampa, florida, usa",27.0
105968,"anchorage, alaska, usa",41.0
105979,"oakland, california, usa",26.0
106007,"santa rosa, california, usa",29.0
106028,"busto arsizio (va), lombardia, italy",39.0
106173,"olsberg, aargau, switzerland",40.0
106225,"chicago, illinois, usa",38.0
106280,"toronto, ,",
106331,"toronto, ontario, canada",
106768,"lexington, kentucky, usa",23.0
106849,"dunkirk, indiana, usa",39.0
106893,"london, england, united kingdom",32.0
106988,"san diego, california, usa",52.0
107021,"indianapolis, indiana, usa",45.0
107044,"adelaide, south australia, australia",24.0
107244,"appleton, wisconsin, usa",50.0
107258,"lowell, massachusetts, usa",
107301,"west kensington, london, united kingdom",31.0
107326,"denver, colorado, usa",28.0
107453,"chunchula, alabama, usa",18.0
107510,"lisboa, lisboa, portugal",27.0
107645,"rubí, barcelona, spain",24.0
107718,"los angeles, california, usa",28.0
107784,"tarentum, pennsylvania, usa",
107865,"tampa, florida, usa",
107921,"virginia beach, virginia, usa",47.0
107951,"tübingen, baden-württemberg, germany",
108005,"greenfield, wisconsin, usa",29.0
108155,"indianapolis, indiana, usa",29.0
108243,"canton, ga, usa",14.0
108285,"appleton, wisconsin, usa",22.0
108336,"santa cruz, california, usa",
108352,"rochester, michigan, usa",37.0
108379,"toronto, ontario, canada",39.0
108405,"irvine, ,",49.0
108480,"caracas, dtto federal, venezuela",
108600,"doylestown, ohio, usa",42.0
108752,"fort polk, louisiana, usa",31.0
108773,"él médano, santa cruz de tenerife, canary islands, spain",57.0
108799,"kaneohe, hawaii, usa",
109040,"caen, normandie, france",26.0
109247,"barcelona, catalunya, spain",47.0
109427,"singapore, singapore, singapore",37.0
109461,"oklahoma city, oklahoma, usa",30.0
109491,"brentwood, california, usa",40.0
109574,"edmonton, alberta, canada",50.0
109741,"braunschweig, niedersachsen, germany",26.0
109779,"arab, alabama, usa",25.0
109783,"tonbridge, england, united kingdom",
109899,"garnerville, new york, usa",
109901,"sydney, new south wales, australia",59.0
109955,"adelaide, south australia, australia",
110029,"norwich, england, united kingdom",27.0
110040,"philadelphia, pennsylvania, usa",23.0
110076,"toronto, ontario, canada",52.0
110214,"baltimore, maryland, usa",45.0
110267,"montreal, quebec, canada",39.0
110361,"san diego, california, usa",29.0
110373,"livingston, new jersey, usa",
110382,"brooklyn, new york, usa",35.0
110440,"fairfax, virginia, usa",29.0
110483,"fredericton, new brunswick, canada",30.0
110746,"wrexham, wales, united kingdom",59.0
110853,"rockaway beach, new york, usa",34.0
110912,"milpitas, california, usa",36.0
110934,"kirkland, washington, usa",46.0
111133,"citrus springs, florida, usa",50.0
111174,"austin, texas, usa",
111190,"belton, texas, usa",53.0
111578,"fremont, california, usa",
111637,"tiburon, california, usa",53.0
111847,"sabine pass, texas, usa",38.0
111944,"mannford, oklahoma, usa",23.0
111947,"albuquerque, new mexico, usa",30.0
112001,"barren springs, virginia, usa",43.0
112026,"lakewood, washington, usa",17.0
112083,"tucson, arizona, usa",25.0
112093,"spencer, indiana, usa",35.0
112240,"st. paul, ,",
112401,"brisbane, queensland, australia",49.0
112502,"pacifica, california, usa",
112541,"sydney, new south wales, australia",22.0
112761,"bronx, new york, usa",29.0
112881,"kitchener, ontario, canada",18.0
112914,"alameda, california, usa",
112953,"davenport, iowa, usa",31.0
113030,"vancouver, british columbia, canada",25.0
113270,"evanston, illinois, usa",25.0
113277,"north judson, indiana, usa",23.0
113292,"yuba city, ca, usa",38.0
113435,"bratenahl, ohio, usa",49.0
113475,"harrisonville, missouri, usa",36.0
113519,"pleasanton, california, usa",
113531,"caulfield, missouri, usa",63.0
113663,"ocala, ,",
113752,"jacksonville, florida, usa",
113904,"baltimore, maryland, usa",31.0
113944,"derby, kansas, usa",
113955,"webster, new york, usa",16.0
113983,"plano, texas, usa",39.0
114078,"amsterdam, noord-holland, netherlands",32.0
114085,"streamwood, illinois, usa",
114178,"tokyo, tokyo, japan",30.0
114216,"ste-anne-de-bellevue, quebec, canada",
114217,"petaling jaya, selangor, malaysia",24.0
114279,"london, england, united kingdom",42.0
114368,"mechanicsville, maryland, usa",33.0
114444,"alexandria, virginia, usa",34.0
114446,"cardiff, wales, united kingdom",26.0
114544,"antelope, california, usa",35.0
114581,"san francisco, california, usa",23.0
114700,"rensselaer, new york, usa",28.0
114813,"kirkland, washington, usa",
114865,"croydon, victoria, australia",97.0
114868,"edmonton, alberta, canada",31.0
114893,"harrogate, england, united kingdom",32.0
114988,"temple, texas, usa",37.0
115002,"stockholm, stockholm, sweden",
115003,"asheville, north carolina, usa",43.0
115120,"sherman oaks, california, usa",29.0
115435,"cincinnati, ohio, usa",30.0
115490,"dekalb, illinois, usa",
115537,"toronto, ontario, canada",50.0
115572,"darlington, south carolina, usa",23.0
115589,"frankfurt am main, hessen, germany",44.0
115678,"fridley, minnesota, usa",34.0
115692,"blacksburg, virginia, usa",33.0
115841,"hutchinson, kansas, usa",60.0
115929,"deming, new mexico, usa",
116005,"london, ontario, canada",28.0
116006,"dingolfing, bayern, germany",34.0
116031,"auckland, auckland, new zealand",46.0
116122,"glendale heights, illinois, usa",31.0
116183,"rochester, minnesota, usa",
116301,"colonial heights, virginia, usa",30.0
116599,"tehran, tehran, iran",29.0
116758,"paullina, iowa, usa",38.0
116866,"ottawa, ,",
116904,"san antonio, texas, usa",38.0
116931,"ann arbor, michigan, usa",24.0
117111,"toronto, ontario, canada",30.0
117132,"st louis, missouri, usa",66.0
117251,"pleasant hill, california, usa",
117384,"some other, planet, far away...",29.0
117539,"rock hill, south carolina, usa",30.0
117700,"toronto, ontario, canada",39.0
117873,"evanston, illinois, usa",50.0
117963,"oak harbor, washington, usa",
